"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"24352",24352,"1-9km/h",222.171999998391,"alive","airbag","none",0,"f",71,2002,1995,"nodeploy","pass",0,3,"48:116:1"
"24353",24353,"10-24",222.171999998391,"alive","none","belted",1,"f",18,2002,1994,"unavail","driver",0,3,"48:117:1"
"24355",24355,"10-24",569.641999997199,"alive","airbag","belted",1,"m",21,2002,2000,"deploy","pass",1,3,"48:119:1"
"24356",24356,"10-24",277.222999997437,"alive","airbag","none",1,"m",32,2002,1991,"deploy","driver",1,3,"48:121:1"
"24357",24357,"10-24",277.222999997437,"alive","airbag","none",0,"m",82,2002,1997,"nodeploy","driver",0,3,"48:122:1"
"24358",24358,"10-24",277.222999997437,"alive","airbag","none",1,"f",51,2002,2001,"deploy","driver",1,1,"48:122:2"
"24363",24363,"40-54",2328.15499997139,"alive","none","none",1,"f",16,2002,1994,"unavail","driver",0,3,"48:124:1"
"24365",24365,"10-24",194.012999998406,"alive","airbag","belted",0,"f",73,2002,1995,"nodeploy","driver",0,3,"48:126:1"
"24368",24368,"10-24",275.928999997675,"alive","airbag","none",1,"f",21,2002,1996,"deploy","driver",1,3,"48:129:1"
"24369",24369,"10-24",275.928999997675,"alive","airbag","belted",1,"m",21,2002,1996,"deploy","pass",1,3,"48:129:1"
"24371",24371,"10-24",3864.0909999907,"alive","airbag","belted",1,"m",20,2002,1996,"deploy","driver",1,0,"48:133:1"
"24372",24372,"10-24",3864.0909999907,"alive","none","belted",1,"f",30,2002,1986,"unavail","driver",0,3,"48:133:2"
"24373",24373,"40-54",289.47899999842,"alive","airbag","belted",0,"m",22,2002,2001,"deploy","driver",1,3,"48:135:1"
"24374",24374,"25-39",289.47899999842,"alive","none","belted",1,"f",72,2002,1983,"unavail","driver",0,3,"48:135:2"
"24379",24379,"25-39",191.048999998719,"alive","airbag","belted",1,"f",36,2002,1993,"deploy","driver",1,0,"48:139:2"
"24381",24381,"25-39",342.497999999672,"alive","airbag","belted",1,"m",48,2002,1996,"deploy","driver",1,3,"48:141:2"
"24384",24384,"25-39",173.964999999851,"alive","airbag","belted",0,"f",21,2002,1995,"nodeploy","driver",0,3,"48:147:2"
"24385",24385,"25-39",173.964999999851,"alive","airbag","belted",0,"f",18,2002,1995,"nodeploy","pass",0,3,"48:147:2"
"24387",24387,"10-24",173.964999999851,"alive","none","belted",0,"m",71,2002,1977,"unavail","driver",0,3,"48:149:2"
"24388",24388,"10-24",173.964999999851,"alive","none","belted",0,"m",57,2002,1977,"unavail","pass",0,3,"48:149:2"
"24389",24389,"25-39",193.793999999762,"alive","airbag","belted",1,"f",35,2002,1999,"deploy","driver",1,3,"48:151:1"
"24390",24390,"25-39",193.793999999762,"alive","airbag","belted",0,"f",29,2002,2001,"deploy","driver",1,3,"48:151:2"
"24395",24395,"10-24",199.132999999449,"alive","airbag","belted",0,"m",30,2002,1997,"nodeploy","driver",0,3,"48:156:2"
"24397",24397,"10-24",199.132999999449,"alive","airbag","belted",1,"f",19,2002,1996,"deploy","driver",1,3,"48:157:2"
"24400",24400,"10-24",206.407999999821,"alive","airbag","none",0,"m",25,2002,1995,"deploy","driver",1,3,"48:162:1"
"24401",24401,"10-24",1456.95799998939,"alive","airbag","belted",1,"m",30,2002,1998,"deploy","driver",1,2,"48:163:2"
"24403",24403,"40-54",709.044999994338,"alive","none","belted",1,"f",22,2002,1985,"unavail","driver",0,3,"48:165:1"
"24404",24404,"10-24",161.67699999921,"alive","airbag","none",1,"m",23,2002,1998,"deploy","driver",1,3,"48:166:1"
"24405",24405,"25-39",433.295999996364,"alive","none","none",1,"m",20,2002,1989,"unavail","driver",0,2,"48:167:1"
"24406",24406,"25-39",433.295999996364,"alive","none","none",1,"m",28,2002,1989,"unavail","pass",0,3,"48:167:1"
"24411",24411,"25-39",470.696999996901,"alive","none","belted",0,"f",36,2002,1991,"unavail","driver",0,3,"48:182:1"
"24413",24413,"40-54",470.696999996901,"alive","airbag","belted",1,"f",29,2002,1997,"deploy","pass",1,3,"48:182:2"
"24416",24416,"10-24",616.262999996543,"alive","none","belted",1,"m",18,2002,1994,"unavail","driver",0,0,"48:184:3"
"24417",24417,"10-24",616.262999996543,"alive","none","belted",1,"m",18,2002,1994,"unavail","pass",0,0,"48:184:3"
"24419",24419,"10-24",269.614999998361,"alive","airbag","belted",0,"f",80,2002,2001,"deploy","pass",1,3,"48:185:1"
"24420",24420,"10-24",269.614999998361,"alive","airbag","none",1,"m",32,2002,1998,"deploy","driver",1,0,"48:185:2"
"24421",24421,"10-24",299.911999996752,"alive","airbag","belted",1,"f",72,2002,1998,"nodeploy","driver",0,3,"48:186:1"
"24422",24422,"10-24",299.911999996752,"alive","airbag","belted",1,"f",40,2002,2001,"deploy","driver",1,0,"48:186:2"
"24427",24427,"10-24",437.142999999225,"alive","airbag","belted",0,"f",16,2002,2000,"nodeploy","driver",0,3,"48:192:1"
"24429",24429,"10-24",212.740999998525,"alive","none","belted",1,"f",57,2002,1990,"unavail","driver",0,3,"48:194:1"
"24432",24432,"25-39",359.195999998599,"alive","airbag","belted",0,"f",37,2002,2000,"deploy","driver",1,3,"48:200:1"
"24433",24433,"10-24",161.67699999921,"alive","airbag","belted",0,"f",68,2002,1992,"nodeploy","driver",0,3,"48:201:1"
"24435",24435,"10-24",394.49299999699,"alive","airbag","belted",1,"f",85,2002,1994,"deploy","driver",1,3,"48:202:1"
"24436",24436,"10-24",394.49299999699,"alive","airbag","belted",0,"f",36,2002,1996,"nodeploy","driver",0,0,"48:202:2"
"24437",24437,"10-24",576.064999997616,"alive","airbag","belted",0,"f",80,2002,1997,"nodeploy","driver",0,2,"48:204:1"
"24438",24438,"10-24",576.064999997616,"alive","airbag","belted",1,"f",28,2002,1999,"deploy","driver",1,3,"48:204:2"
"24443",24443,"25-39",252.027999999002,"alive","airbag","none",1,"m",29,2002,1999,"deploy","driver",1,3,"48:206:1"
"24445",24445,"10-24",280.348999999464,"alive","none","belted",0,"m",25,2002,1994,"unavail","driver",0,0,"48:208:2"
"24448",24448,"40-54",343.982999999076,"alive","airbag","none",0,"m",24,2002,1999,"nodeploy","driver",0,3,"48:211:1"
"24449",24449,"40-54",343.982999999076,"alive","airbag","belted",0,"f",24,2002,1999,"nodeploy","pass",0,3,"48:211:1"
"24451",24451,"10-24",382.636999998242,"alive","airbag","none",1,"m",36,2002,1998,"deploy","pass",1,3,"48:212:1"
"24452",24452,"10-24",278.965999998152,"alive","airbag","belted",1,"f",63,2002,1999,"deploy","driver",1,3,"48:215:1"
"24453",24453,"10-24",278.965999998152,"alive","airbag","belted",1,"m",67,2002,1999,"deploy","pass",1,3,"48:215:1"
"24454",24454,"40-54",310.312999997288,"alive","none","none",0,"m",47,2002,1984,"unavail","driver",0,3,"48:217:1"
"24459",24459,"10-24",256.168999999762,"alive","none","belted",1,"m",35,2002,1994,"unavail","driver",0,0,"48:220:2"
"24461",24461,"10-24",511.85399999842,"alive","airbag","none",0,"f",23,2002,1997,"deploy","driver",1,3,"48:221:1"
"24464",24464,"40-54",474.793999999762,"alive","airbag","none",1,"f",62,2002,2001,"deploy","driver",1,3,"48:222:2"
"24465",24465,"10-24",100.833999999799,"alive","none","belted",1,"f",32,2002,1990,"unavail","driver",0,0,"49:1:2"
"24467",24467,"10-24",264.336999997497,"alive","airbag","belted",1,"f",26,2002,1990,"nodeploy","driver",0,0,"49:2:2"
"24468",24468,"40-54",9.78899999998976,"alive","none","none",1,"m",20,2002,1993,"unavail","driver",0,3,"49:5:1"
"24469",24469,"25-39",9.78899999998976,"alive","airbag","belted",0,"m",43,2002,2000,"nodeploy","driver",0,3,"49:5:2"
"24470",24470,"40-54",11.7199999999721,"dead","airbag","belted",0,"m",57,2002,1997,"nodeploy","driver",0,4,"49:7:1"
"24475",24475,"25-39",44.0809999997728,"alive","airbag","belted",0,"f",65,2002,1996,"nodeploy","driver",0,3,"49:13:2"
"24477",24477,"55+",183.690999999642,"alive","none","belted",0,"f",35,2002,1992,"unavail","pass",0,1,"49:14:2"
"24480",24480,"10-24",657.084999993443,"alive","none","belted",1,"m",19,2002,1993,"unavail","driver",0,1,"49:18:1"
"24481",24481,"10-24",657.084999993443,"alive","none","none",1,"f",20,2002,1993,"unavail","pass",0,2,"49:18:1"
"24483",24483,"10-24",10.0339999999851,"alive","airbag","none",0,"m",26,2002,1997,"nodeploy","driver",0,3,"49:21:1"
"24484",24484,"10-24",10.0339999999851,"alive","airbag","none",0,"m",22,2002,1997,"nodeploy","pass",0,0,"49:21:1"
"24485",24485,"10-24",185.641999999061,"alive","airbag","belted",0,"f",23,2002,2001,"deploy","driver",1,1,"49:23:1"
"24486",24486,"10-24",185.641999999061,"alive","airbag","belted",1,"f",35,2002,1997,"nodeploy","driver",0,0,"49:23:2"
"24491",24491,"10-24",162.227999998257,"alive","airbag","belted",1,"f",59,2002,1999,"deploy","driver",1,1,"49:31:2"
"24493",24493,"10-24",11.7309999999125,"alive","none","belted",1,"m",44,2002,1990,"unavail","driver",0,0,"49:36:2"
"24496",24496,"25-39",11.7199999999721,"dead","airbag","none",1,"m",52,2002,1995,"deploy","driver",1,4,"49:38:1"
"24497",24497,"10-24",183.690999999642,"alive","airbag","none",0,"f",40,2002,1998,"deploy","driver",1,2,"49:40:2"
"24499",24499,"40-54",11.7199999999721,"dead","none","belted",0,"m",54,2002,1990,"unavail","driver",0,4,"49:43:2"
"24500",24500,"25-39",11.7199999999721,"alive","airbag","belted",0,"m",74,2002,1993,"nodeploy","driver",0,2,"49:44:1"
"24501",24501,"25-39",11.7199999999721,"dead","airbag","belted",0,"f",71,2002,1993,"nodeploy","pass",0,4,"49:44:1"
"24502",24502,"40-54",11.7199999999721,"alive","airbag","belted",1,"m",19,2002,1997,"nodeploy","driver",0,1,"49:44:2"
"24507",24507,"10-24",15.9029999999329,"alive","none","none",1,"m",28,2002,1994,"unavail","driver",0,3,"49:53:1"
"24509",24509,"25-39",11.5669999999227,"alive","airbag","none",1,"m",27,2002,1998,"deploy","driver",1,0,"49:57:1"
"24512",24512,"10-24",9.78899999998976,"alive","airbag","none",0,"f",20,2002,2000,"deploy","driver",1,3,"49:58:1"
"24513",24513,"10-24",9.78899999998976,"alive","airbag","none",0,"f",20,2002,2000,"deploy","pass",1,1,"49:58:1"
"24515",24515,"55+",10.0339999999851,"alive","none","belted",1,"m",39,2002,1987,"unavail","driver",0,3,"49:62:1"
"24516",24516,"25-39",18.8789999999572,"alive","airbag","none",1,"m",18,2002,1997,"deploy","driver",1,2,"49:64:2"
"24517",24517,"25-39",18.8789999999572,"alive","airbag","none",1,"m",16,2002,1997,"deploy","pass",1,2,"49:64:2"
"24518",24518,"25-39",1077.61799998581,"alive","airbag","none",1,"m",36,2002,1999,"deploy","driver",1,1,"49:65:1"
"24523",24523,"25-39",17.7599999997765,"alive","none","belted",1,"m",24,2002,1993,"unavail","pass",0,3,"49:72:1"
"24525",24525,"10-24",17.7599999997765,"alive","airbag","belted",0,"f",55,2002,2002,"nodeploy","pass",0,3,"49:72:2"
"24528",24528,"55+",10.6189999999478,"alive","none","none",1,"f",19,2002,1986,"unavail","driver",0,3,"49:74:1"
"24529",24529,"40-54",10.6189999999478,"alive","airbag","none",1,"m",68,2002,1998,"deploy","driver",1,1,"49:74:2"
"24531",24531,"25-39",9.78899999998976,"alive","airbag","belted",1,"f",54,2002,1999,"deploy","driver",1,3,"49:76:1"
"24532",24532,"10-24",19.9279999998398,"alive","airbag","belted",0,"f",42,2002,1996,"deploy","driver",1,3,"49:77:1"
"24533",24533,"10-24",19.9279999998398,"alive","airbag","belted",0,"f",17,2002,1996,"deploy","pass",1,3,"49:77:1"
"24534",24534,"10-24",19.9279999998398,"alive","airbag","belted",1,"m",31,2002,2001,"deploy","driver",1,3,"49:77:2"
"24539",24539,"25-39",1347.7879999876,"alive","none","none",1,"f",19,2002,1985,"unavail","pass",0,2,"49:81:1"
"24541",24541,"10-24",10.1899999999441,"alive","airbag","belted",1,"f",19,2002,1998,"deploy","driver",1,0,"49:84:1"
"24544",24544,"55+",12.2799999999115,"dead","none","none",1,"m",40,2002,1974,"unavail","driver",0,4,"49:87:1"
"24545",24545,"55+",14.0179999999236,"alive","airbag","none",0,"f",19,2002,1998,"nodeploy","driver",0,3,"49:89:2"
"24547",24547,"40-54",10.0339999999851,"alive","none","none",1,"m",22,2002,1978,"unavail","driver",0,3,"49:97:1"
"24548",24548,"10-24",10.1109999999171,"alive","airbag","belted",1,"f",20,2002,2000,"deploy","driver",1,1,"49:98:1"
"24549",24549,"10-24",10.1109999999171,"alive","airbag","belted",1,"f",22,2002,2000,"deploy","pass",1,3,"49:98:1"
"24550",24550,"10-24",10.1109999999171,"alive","airbag","belted",1,"m",19,2002,1996,"deploy","driver",1,2,"49:98:2"
"24555",24555,"10-24",553.790999993682,"alive","airbag","belted",0,"f",30,2002,2002,"deploy","driver",1,1,"49:102:2"
"24557",24557,"40-54",11.0749999999534,"alive","airbag","none",1,"f",46,2002,1993,"deploy","driver",1,3,"49:104:1"
"24560",24560,"25-39",38.9329999997281,"alive","airbag","belted",0,"m",25,2002,2000,"nodeploy","driver",0,3,"49:106:1"
"24561",24561,"25-39",38.9329999997281,"alive","airbag","belted",0,"f",22,2002,2000,"nodeploy","pass",0,3,"49:106:1"
"24563",24563,"55+",17.0329999998212,"alive","airbag","none",1,"m",23,2002,1999,"deploy","driver",1,3,"49:107:1"
"24564",24564,"55+",10.0339999999851,"alive","none","belted",1,"m",22,2002,1991,"unavail","driver",0,3,"49:109:1"
"24565",24565,"55+",10.0339999999851,"alive","airbag","belted",1,"f",20,2002,1995,"deploy","driver",1,2,"49:109:2"
"24566",24566,"25-39",10.0339999999851,"alive","none","none",1,"m",19,2002,1985,"unavail","driver",0,1,"49:110:1"
"24571",24571,"10-24",627.587999999523,"alive","airbag","belted",0,"f",34,2002,2000,"nodeploy","driver",0,2,"49:114:2"
"24573",24573,"40-54",12.5499999999302,"alive","none","belted",1,"m",34,2002,1994,"unavail","driver",0,2,"49:116:2"
"24576",24576,"25-39",9.78899999998976,"alive","airbag","none",1,"m",40,2002,2002,"deploy","driver",1,3,"49:118:1"
"24577",24577,"25-39",131.705999998376,"alive","airbag","belted",1,"m",45,2002,1998,"deploy","driver",1,0,"49:120:1"
"24579",24579,"25-39",25.7669999999925,"alive","airbag","none",1,"m",25,2002,2001,"deploy","driver",1,3,"49:124:1"
"24580",24580,"10-24",25.7669999999925,"alive","airbag","belted",1,"m",49,2002,1996,"deploy","driver",1,2,"49:124:2"
"24581",24581,"25-39",770.373999997973,"alive","airbag","belted",0,"f",20,2002,2002,"deploy","driver",1,2,"49:125:1"
"24582",24582,"25-39",15.405999999959,"alive","airbag","belted",1,"f",35,2002,1999,"deploy","driver",1,1,"49:126:3"
"24587",24587,"40-54",9.78899999998976,"dead","airbag","belted",0,"m",56,2002,2002,"deploy","pass",1,3,"49:129:1"
"24589",24589,"40-54",20.9809999999125,"alive","none","belted",1,"m",28,2002,1994,"unavail","driver",0,3,"49:133:1"
"24592",24592,"10-24",1152.63099999726,"alive","none","none",1,"m",59,2002,1985,"unavail","driver",0,1,"49:144:2"
"24593",24593,"55+",12.5579999999609,"dead","none","none",1,"m",18,2002,1988,"unavail","driver",0,4,"49:145:1"
"24595",24595,"25-39",10.4889999999432,"alive","none","belted",0,"m",30,2002,1992,"unavail","driver",0,1,"49:147:3"
"24596",24596,"40-54",10.4889999999432,"alive","airbag","belted",1,"m",33,2002,1997,"deploy","driver",1,1,"49:148:1"
"24597",24597,"40-54",10.4889999999432,"alive","airbag","belted",1,"f",33,2002,1997,"deploy","pass",1,1,"49:148:1"
"24598",24598,"40-54",10.4889999999432,"alive","airbag","belted",0,"f",28,2002,1999,"nodeploy","driver",0,3,"49:148:2"
"24603",24603,"10-24",518.239999994636,"alive","none","none",0,"m",35,2002,1984,"unavail","driver",0,1,"49:152:2"
"24605",24605,"25-39",9.78899999998976,"alive","airbag","none",0,"m",25,2002,2000,"deploy","driver",1,3,"49:155:1"
"24608",24608,"10-24",155.955999998376,"alive","airbag","belted",0,"m",22,2002,1999,"deploy","driver",1,1,"49:156:2"
"24609",24609,"10-24",155.955999998376,"alive","airbag","belted",0,"m",22,2002,1999,"deploy","pass",1,0,"49:156:2"
"24611",24611,"10-24",437.337999999523,"alive","airbag","belted",1,"f",27,2002,2002,"deploy","pass",1,1,"49:157:2"
"24612",24612,"25-39",11.7199999999721,"alive","airbag","none",1,"m",23,2002,1996,"deploy","driver",1,2,"49:158:1"
"24613",24613,"25-39",11.7199999999721,"alive","airbag","none",1,"f",30,2002,1996,"deploy","pass",1,0,"49:158:1"
"24614",24614,"40-54",11.7199999999721,"dead","airbag","none",0,"f",36,2002,1997,"deploy","driver",1,4,"49:158:2"
"24619",24619,"10-24",11.2579999999143,"alive","airbag","none",0,"m",64,2002,2000,"deploy","driver",1,3,"49:164:1"
"24621",24621,"25-39",13.8039999998873,"alive","none","belted",1,"f",23,2002,1993,"unavail","pass",0,3,"49:165:1"
"24624",24624,"25-39",10.0339999999851,"alive","none","belted",1,"m",17,2002,1986,"unavail","driver",0,2,"49:169:1"
"24625",24625,"25-39",10.0339999999851,"alive","none","belted",0,"m",37,2002,1992,"unavail","driver",0,3,"49:169:2"
"24627",24627,"10-24",317.157999999821,"alive","airbag","belted",1,"f",19,2002,2000,"deploy","driver",1,0,"49:172:2"
"24628",24628,"10-24",317.157999999821,"alive","airbag","belted",1,"m",16,2002,2000,"nodeploy","pass",0,0,"49:172:2"
"24629",24629,"40-54",11.7199999999721,"dead","airbag","none",0,"m",31,2002,2000,"nodeploy","driver",0,4,"49:174:1"
"24630",24630,"55+",11.7199999999721,"alive","none","none",1,"m",23,2002,1994,"unavail","driver",0,3,"49:174:2"
"24635",24635,"25-39",550.116999998689,"alive","airbag","none",1,"m",18,2002,1996,"deploy","driver",1,0,"49:177:1"
"24637",24637,"55+",11.7199999999721,"dead","none","belted",1,"m",25,2002,1993,"unavail","driver",0,4,"49:178:1"
"24640",24640,"55+",11.7199999999721,"alive","none","none",1,"m",28,2002,1987,"unavail","pass",0,3,"49:178:2"
"24641",24641,"10-24",9.78899999998976,"alive","airbag","none",0,"f",24,2002,2001,"deploy","driver",1,3,"49:181:1"
"24643",24643,"25-39",10.0339999999851,"alive","none","belted",0,"m",42,2002,1988,"unavail","driver",0,3,"49:184:2"
"24644",24644,"10-24",1118.5719999969,"alive","airbag","belted",0,"f",47,2002,1998,"nodeploy","driver",0,2,"49:185:1"
"24645",24645,"10-24",1118.5719999969,"alive","airbag","belted",0,"m",50,2002,1998,"nodeploy","pass",0,1,"49:185:1"
"24646",24646,"25-39",18.2049999998417,"alive","airbag","none",0,"m",21,2002,1995,"deploy","driver",1,2,"49:186:1"
"24651",24651,"10-24",784.426999993622,"alive","airbag","belted",1,"m",50,2002,1997,"nodeploy","driver",0,0,"49:191:2"
"24653",24653,"25-39",2366.7349999845,"alive","none","none",1,"m",59,2002,1977,"unavail","driver",0,NA,"49:192:1"
"24656",24656,"25-39",13.6539999999804,"dead","none","none",1,"m",30,2002,1992,"unavail","driver",0,4,"49:194:1"
"24657",24657,"10-24",2185.5189999938,"alive","airbag","belted",0,"m",17,2002,2002,"nodeploy","driver",0,0,"49:196:1"
"24659",24659,"10-24",11.5999999999767,"alive","airbag","none",1,"m",32,2002,1999,"deploy","driver",1,3,"49:199:1"
"24660",24660,"25-39",9.78899999998976,"alive","airbag","belted",1,"m",49,2002,2002,"deploy","driver",1,3,"49:200:2"
"24661",24661,"10-24",125.224999999627,"alive","airbag","none",1,"f",28,2002,1999,"nodeploy","driver",0,2,"49:202:1"
"24662",24662,"10-24",125.224999999627,"alive","airbag","belted",1,"f",41,2002,1993,"deploy","driver",1,2,"49:202:2"
"24667",24667,"25-39",1,"alive","airbag","none",1,"m",26,2002,1999,"deploy","driver",1,2,"50:1:1"
"24669",24669,"40-54",1,"alive","airbag","belted",1,"m",41,2002,1996,"deploy","driver",1,2,"50:1:2"
"24672",24672,"10-24",1,"alive","airbag","belted",1,"f",17,2002,2000,"deploy","pass",1,3,"50:3:2"
"24673",24673,"10-24",1,"alive","airbag","belted",1,"m",16,2002,1999,"nodeploy","driver",0,0,"50:4:1"
"24675",24675,"10-24",1,"alive","airbag","belted",1,"f",34,2002,1999,"nodeploy","driver",0,1,"50:7:1"
"24676",24676,"10-24",1,"alive","none","none",1,"m",33,2002,1993,"unavail","driver",0,2,"50:8:1"
"24677",24677,"10-24",1,"alive","airbag","belted",1,"m",61,2002,2002,"deploy","driver",1,2,"50:8:2"
"24678",24678,"10-24",1,"alive","airbag","belted",1,"f",33,2002,2000,"deploy","driver",1,1,"50:9:1"
"24683",24683,"25-39",1,"alive","airbag","belted",0,"m",26,2002,1995,"nodeploy","driver",0,3,"50:15:2"
"24685",24685,"10-24",1,"alive","none","belted",0,"m",32,2002,1988,"unavail","driver",0,0,"50:16:2"
"24688",24688,"10-24",1,"alive","airbag","belted",1,"f",16,2002,1999,"nodeploy","driver",0,0,"50:19:1"
"24689",24689,"10-24",1,"alive","airbag","belted",1,"f",32,2002,2001,"nodeploy","driver",0,0,"50:19:2"
"24691",24691,"25-39",1,"alive","airbag","belted",1,"m",57,2002,2000,"deploy","driver",1,1,"50:24:2"
"24692",24692,"10-24",7.43599999998696,"alive","airbag","belted",1,"f",43,2002,2002,"deploy","driver",1,0,"50:27:2"
